domain,category,signal_year,follow_year,winner_fund_id,winner_name,chase_return_pct,category_average_return_pct,gap_pp,winner_vanished
gemel,קופת גמל להשקעה - חסכון לילד | כללי/מעורב/גמיש/תלוי גיל,2020,2021,11914,אינפיניטי חיסכון לילד - הלכה,12.5055,10.499,2.006499999999999,0
gemel,קופת גמל להשקעה - חסכון לילד | כללי/מעורב/גמיש/תלוי גיל,2021,2022,11366,אנליסט מסלולית - קופת גמל להשקעה לחיסכון ארוך טווח לילד - מסלול לחוסכים המעדיפים סיכון בינוני,-8.5986,-8.789255,0.19065500000000135,0
gemel,קופת גמל להשקעה - חסכון לילד | כללי/מעורב/גמיש/תלוי גיל,2022,2023,9303,מור חיסכון לילד - שריעה,10.0149,10.933945,-0.9190449999999988,0
gemel,קופת גמל להשקעה - חסכון לילד | כללי/מעורב/גמיש/תלוי גיל,2023,2024,11914,אינפיניטי חיסכון לילד - הלכה,16.2472,13.30546,2.9417399999999994,0
gemel,קופת גמל להשקעה - חסכון לילד | כללי/מעורב/גמיש/תלוי גיל,2024,2025,11352,הפניקס חיסכון לילד- שריעה,4.1876,13.113663157894736,-8.926063157894736,0
gemel,קופת גמל להשקעה - חסכון לילד | מניות אקטיבי,2018,2019,9420,מור חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,13.9375,21.048225,-7.110724999999999,0
gemel,קופת גמל להשקעה - חסכון לילד | מניות אקטיבי,2019,2020,11367,אנליסט מסלולית - קופת גמל להשקעה לחיסכון ארוך טווח לילד - מסלול לחוסכים המעדיפים סיכון מוגבר,14.3955,6.6929,7.7026,0
gemel,קופת גמל להשקעה - חסכון לילד | מניות אקטיבי,2020,2021,11367,אנליסט מסלולית - קופת גמל להשקעה לחיסכון ארוך טווח לילד - מסלול לחוסכים המעדיפים סיכון מוגבר,27.7986,22.3533,5.4453,0
gemel,קופת גמל להשקעה - חסכון לילד | מניות אקטיבי,2021,2022,11367,אנליסט מסלולית - קופת גמל להשקעה לחיסכון ארוך טווח לילד - מסלול לחוסכים המעדיפים סיכון מוגבר,-18.5211,-15.08973,-3.431370000000001,0
gemel,קופת גמל להשקעה - חסכון לילד | מניות אקטיבי,2022,2023,9420,מור חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,12.861,17.19924,-4.338239999999999,0
gemel,קופת גמל להשקעה - חסכון לילד | מניות אקטיבי,2023,2024,11373,אינפיניטי חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,22.7354,21.77915,0.9562499999999972,0
gemel,קופת גמל להשקעה - חסכון לילד | מניות אקטיבי,2024,2025,9420,מור חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,27.8417,24.85357777777778,2.98812222222222,0
