domain,fund_id,fund_name,classification,track,category,year,annual_return,n_months,assets_end
gemel,957,הפניקס תגמולים ופיצויים - מסלול כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2012,9.4615,12,245.6
gemel,961,הפניקס גמל מסלול מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2012,9.7898,12,12.2
gemel,962,אנליסט השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2012,9.3141,12,484.4
gemel,963,אנליסט השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2012,10.2387,12,101.2
gemel,964,הפניקס השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2012,9.7939,12,518.9
gemel,968,הפניקס השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2012,9.8033,12,42.8
gemel,972,"אנליסט השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2012,6.197,12,176.8
gemel,973,"אנליסט השתלמות אג""ח ממשלות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2012,2.8606,12,124.6
gemel,974,מגדל פלטינום לתגמולים כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2012,2.0803,3,119.6
gemel,989,אלטשולר שחם עוקב מדדי מניות,תגמולים ואישית לפיצויים,מניות פאסיבי,תגמולים ואישית לפיצויים | מניות פאסיבי,2012,7.1619,12,134.8
gemel,1002,הדס ארזים אפסילון השתלמות מסלול כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,6.9868,9,61.8
gemel,1010,אי.בי.אי לתגמולים ופיצויים שקלי לטווח קצר,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2013,1.6927,12,8.5
gemel,1011,"תמיר פישמן גמל מניות בישראל ובחו""ל",תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,3.7341,2,12.9
gemel,1012,"תמיר פישמן גמל אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,0.8001,2,125.2
gemel,1013,תמיר פישמן גמל כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,2.1009,2,53.6
gemel,1014,אי.בי.אי קרן השתלמות מסלול שקלי לטווח קצר,קרנות השתלמות,כספי,קרנות השתלמות | כספי,2013,1.6521,12,5.8
gemel,1015,"תמיר פישמן השתלמות מניות בישראל ובחו""ל",קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,3.9479,2,15.7
gemel,1016,"תמיר פישמן השתלמות אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,0.8001,2,116.5
gemel,1017,תמיר פישמן השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,2.0301,2,78.1
gemel,102,אקסלנס גמל פלטינום,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,9.9535,12,2396.5
gemel,103,מיטב גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,6.5257,6,3486.6
gemel,1035,"ילין לפידות קופת גמל מסלול אג""ח עד 25% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2013,10.2545,12,3144.7
gemel,1036,ילין לפידות קופת גמל מסלול מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,20.4409,12,333.5
gemel,1037,"ילין לפידות קופת גמל מסלול אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,4.2802,12,707.7
gemel,1038,"ילין לפידות קרן השתלמות מסלול אג""ח עם מניות (עד 25% מניות)",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2013,9.9842,12,4251.8
gemel,1040,"אקסלנס גמל אג""ח קונצרני עד 20% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2013,6.5579,12,111.1
gemel,1042,אקסלנס גמל שקלי,תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,3.1789,12,105.5
gemel,1055,איילון השתלמות מסלול מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,11.6086,5,8.0
gemel,1057,"איילון השתלמות מסלול אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,1.4609,5,68.2
gemel,1059,פסגות שיא השתלמות פאסיבי- כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,6.0571,12,45.4
gemel,106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,10.3636,12,22465.5
gemel,1060,איילון השתלמות מסלול כללי ב',קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,1.3552,2,185.2
gemel,1061,איילון השתלמות מסלול שקלי,קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,0.4908,5,55.3
gemel,1062,איילון תגמולים ואישית לפיצויים מסלול מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,10.5012,5,11.8
gemel,1064,"איילון תגמולים ואישית לפיצויים מסלול אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,1.4509,5,130.2
gemel,1067,איילון גמל מסלול כללי ב',תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,1.3944,2,223.3
gemel,1068,איילון תגמולים ואישית לפיצויים מסלול שקלי,תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,0.5712,5,60.3
gemel,107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2013,6.2802,9,492.7
gemel,1078,"אינפיניטי גמל אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,5.6447,12,303.9
gemel,1079,אינפיניטי גמל מניות בישראל,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,14.869,12,67.8
gemel,1083,אינפיניטי השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,10.1549,12,25.7
gemel,1084,"אינפיניטי השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,5.5066,12,347.3
gemel,1085,אינפיניטי השתלמות מניות בישראל,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,14.8481,12,93.1
gemel,109,להיט - מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,12.4745,9,44.4
gemel,1092,אלטשולר שחם גמל מסלול כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,10.4542,12,6000.2
gemel,1093,אלטשולר שחם השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,9.9647,12,5989.9
gemel,1098,"מיטב השתלמות מסלול אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,4.1382,9,146.4
gemel,1100,"הפניקס השתלמות אשראי ואג""ח עם מניות (עד 25% מניות)",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2013,6.0653,12,1920.7
gemel,1103,אקסלנס גמל מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,16.7337,12,45.1
gemel,111,מיטב מירון,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,10.3117,12,2278.8
gemel,1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,4.4934,12,69.5
gemel,1114,מנורה מבטחים השתלמות כספי (שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2013,1.7536,12,67.5
gemel,1119,"מיטב תגמולים מסלול אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,4.1693,9,171.1
gemel,1122,כלל גמל מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,23.83,12,32.6
gemel,1124,כלל גמל מדד,תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,4.3241,12,256.5
gemel,1127,כלל גמל שקלי טווח קצר,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2013,1.6927,12,54.2
gemel,1128,כלל גמל כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,11.821,12,478.6
gemel,1138,איילון מקפת תגמולים - ללא מניות,תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,0.2801,2,36.3
gemel,1143,איילון מקפת השתלמות - ללא מניות,קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,0.2701,2,40.0
gemel,1146,מנורה גמל כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,2.1326,3,223.7
gemel,1147,"מנורה מבטחים תגמולים ופיצויים אג""ח עד 10% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2013,5.8637,12,756.6
gemel,1148,מנורה השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,7.6842,10,472.5
gemel,1149,"מנורה מבטחים השתלמות אג""ח עד 10% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2013,5.8103,12,975.5
gemel,1156,מגדל לתגמולים ולפיצויים מסלול ביג כללי לפחות 30% מניות,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,11.1493,12,200.8
gemel,1157,מגדל השתלמות מסלול ביג כללי לפחות 30% מניות,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,10.8324,12,772.1
gemel,1162,ילין לפידות קרן השתלמות מסלול כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,11.6773,12,2339.5
gemel,1163,ילין לפידות קופת גמל מסלול כללי ב',תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,11.6976,12,1301.2
gemel,117,"כלל תמר אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,4.2286,12,1391.0
gemel,1172,"תמיר פישמן גמל אג""ח מדינה",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,-0.4437,2,17.9
gemel,1175,"תמיר פישמן השתלמות אג""ח מדינה",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,-0.4134,2,28.8
gemel,1183,פסגות שיא השתלמות ישראל,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,10.5517,12,1133.3
gemel,1184,"פסגות השתלמות אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,3.4807,12,515.4
gemel,1185,פסגות השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,23.3608,12,93.1
gemel,1189,אקסלנס גמל עד 50% מניות,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,13.1952,12,145.6
gemel,119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,9.972,12,686.6
gemel,1190,"הפניקס השתלמות אג""ח עד 25% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2013,12.4923,12,351.6
gemel,1198,"הלמן-אלדובי גמל מסלול אג""ח ללא מניות",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,4.1905,12,260.8
gemel,1199,"אי.בי.אי לתגמולים ופיצויים מסלול אג""ח ועוד",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,5.4172,12,331.4
gemel,1200,אי.בי.אי לתגמולים ופיצויים מסלול כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,10.4556,12,326.7
gemel,1201,אי.בי.אי לתגמולים ופיצויים מסלול מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,20.8598,12,52.9
gemel,1202,"הלמן-אלדובי קרן השתלמות מסלול אג""ח ללא מניות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,4.0778,12,255.3
gemel,1203,"הלמן-אלדובי קרן השתלמות מסלול אג""ח עד 10% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2013,5.3124,12,260.2
gemel,1204,אי.בי.אי קרן השתלמות מסלול כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,10.1614,12,371.4
gemel,1205,אי.בי.אי קרן השתלמות מסלול מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,20.5201,12,59.3
gemel,1209,"אינפיניטי גמל אג""ח ממשלות",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,3.8269,12,18.8
gemel,1210,"אינפיניטי השתלמות אג""ח ממשלות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,3.7463,12,23.1
gemel,1218,פסגות שיא השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,9.7421,12,2250.5
gemel,1219,אלטשולר שחם קמה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,4.5525,12,182.1
gemel,1229,"הדס ארזים אפסילון תגמולים מסלול אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,3.5703,9,37.4
gemel,1230,הדס ארזים אפסילון תגמולים מסלול מנייתי,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,9.4671,9,6.9
gemel,1231,"הדס ארזים אפסילון השתלמות מסלול אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,3.4674,9,13.7
gemel,1232,הדס ארזים אפסילון השתלמות מסלול מנייתי,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,9.6384,9,3.5
gemel,1235,"מיטב דש גמל אג""ח (ללא מניות)",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,4.554,12,505.4
gemel,1236,"מיטב גמל אג""ח 85",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2013,6.2609,12,614.0
gemel,1239,מיטב גמל מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,13.06,9,71.8
gemel,124,כלל תמר מדד,תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,4.375,12,2020.3
gemel,1240,"מיטב השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,4.6872,12,446.1
gemel,1241,"מיטב השתלמות אג""ח 85",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2013,6.1883,12,499.7
gemel,1244,מיטב השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,12.757,9,92.0
gemel,1245,מיטב דש גמל חכם עד 40,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,20.3315,12,15.7
gemel,1246,מיטב גמל חכם מסלול בין 40 ל-50,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,11.0818,12,85.4
gemel,1247,מיטב גמל חכם מסלול בין 50 ל-60,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,8.697,12,69.1
gemel,1248,מיטב גמל חכם מסלול 60 פלוס,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,6.8456,12,137.7
gemel,1249,"מיטב גמל חכם מסלול אג""ח ב",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,3.9819,12,56.5
gemel,1250,מיטב השתלמות חכם מסלול מנייתי,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,19.5823,12,16.3
gemel,1251,מיטב השתלמות חכם מסלול כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,11.0468,12,59.9
gemel,1252,"מיטב השתלמות חכם מסלול אג""ח ש",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,8.4833,12,27.7
gemel,1253,"מיטב השתלמות חכם מסלול אג""ח ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,6.7089,12,76.2
gemel,1254,"מיטב השתלמות חכם מסלול אג""ח ב",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,3.961,12,64.9
gemel,1255,מנורה גמל מנייתי,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,5.9009,3,9.5
gemel,1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,17.9234,12,26.8
gemel,1260,פסגות שיא השתלמות בטא,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,13.6371,12,116.0
gemel,127,כלל תמר מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,24.6988,12,111.2
gemel,1272,איפקס סלע תגמולים,תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2013,4.6344,12,387.6
gemel,1273,איפקס עוז תגמולים,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,12.1583,12,53.3
gemel,1274,איפקס סלע השתלמות,קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2013,4.4572,12,400.4
gemel,1275,איפקס עוז השתלמות,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,12.259,12,168.2
gemel,128,כלל תמר כספי(שקלי),תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2013,1.6015,12,373.6
gemel,1287,אלטשולר שחם גמל מסלול קלאסי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,3.8417,9,2390.0
gemel,1288,אלטשולר שחם גמל מסלול גולד,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,10.912,12,599.1
gemel,1289,אלטשולר שחם השתלמות מסלול קלאסי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,3.5218,9,2291.6
gemel,1290,אלטשולר שחם השתלמות כללי ב',קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,10.2569,12,596.6
gemel,1319,"ילין לפידות קרן השתלמות מסלול אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,4.1463,12,403.6
gemel,132,הלמן-אלדובי השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,10.559,12,847.0
gemel,1323,הדס ארזים לפרישה 2020,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,4.8418,9,10.1
gemel,1324,הדס ארזים לפרישה 2025,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,5.0927,9,5.0
gemel,1325,הדס ארזים לפרישה 2030,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,4.4785,9,12.7
gemel,1326,הדס ארזים לפרישה 2035,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2013,6.1712,9,1.1
gemel,1330,פסגות גדיש מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2013,23.4763,12,195.6
gemel,1331,פסגות גדיש אגח עד 10% מניות,תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2013,4.7728,12,1912.5
gemel,1332,"פסגות גדיש אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,3.4301,12,429.8
gemel,1333,פסגות גדיש כספי,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2013,1.3887,12,437.2
gemel,1343,מנורה מבטחים תגמולים ופיצויים מסלול כספי (שקלי),תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2013,1.6495,12,97.8
gemel,1344,"מנורה מבטחים תגמולים ופיצויים אג""ח ממשלת ישראל",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,4.6413,12,102.0
gemel,1348,"כלל השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,3.8201,12,554.1
gemel,1350,כלל השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2013,22.4162,12,84.0
gemel,1351,כלל השתלמות כספי(שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2013,1.5913,12,219.2
gemel,1353,מיטב השתלמות מעל 6 שנות וותק,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2013,3.3318,6,1231.4
gemel,1354,"הפניקס השתלמות - מסלול אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2013,2.7925,12,68.3
gemel,1355,"הפניקס תגמולים ופיצויים - מסלול אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,2.7933,12,29.1
gemel,1356,הדס ארזים אפסילון השתלמות מסלול שקלי טווח קצר,קרנות השתלמות,כספי,קרנות השתלמות | כספי,2013,1.3479,9,1.5
gemel,1358,הדס ארזים אפסילון תגמולים מסלול שקלי טווח קצר,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2013,1.2871,9,1.2
gemel,1360,"ילין לפידות קופת גמל מסלול אג""ח ממשלות",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2013,2.3584,12,85.2
