domain,fund_id,fund_name,classification,track,category,year,annual_return,n_months,assets_end
gemel,1442,"הלמן-אלדובי גמל מסלול פאסיבי - מדדי אג""ח ממשלת ישראל",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,2.4943,12,44.6
gemel,1443,"הלמן-אלדובי קרן השתלמות מסלול פאסיבי - מדדי אג""ח ממשלת ישראל",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,2.4738,12,42.9
gemel,1482,הפניקס תגמולים ופיצויים- מסלול שיטת הפניקס,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,0.0,12,22.9
gemel,1483,הפניקס השתלמות - מסלול שיטת הפניקס,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,0.0,12,112.3
gemel,1484,"הראל גמל מסלול אג""ח קונצרני",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,6.0361,12,57.2
gemel,1485,"הראל השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,3.8519,12,85.8
gemel,1490,"אינפיניטי גמל אג""ח קונצרני",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,6.4618,12,13.2
gemel,1491,"אינפיניטי השתלמות אג""ח קונצרני",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,6.5683,12,32.4
gemel,1523,הראל השתלמות מסלול הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,4.9806,12,113.6
gemel,1524,הראל גמל מסלול הלכה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,5.3456,12,45.7
gemel,1533,כלל תמר מסלול הלכתי (הוד),תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,6.3684,12,36.5
gemel,1534,כלל השתלמות הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,6.1589,12,86.2
gemel,1535,אנליסט השתלמות כספי (שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2017,0.4106,12,24.9
gemel,1536,אינפיניטי גמל מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2017,10.8598,12,39.2
gemel,1537,אינפיניטי השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2017,10.8639,12,59.3
gemel,154,הראל השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,7.9778,12,5547.2
gemel,1543,"הלמן-אלדובי גמל מסלול מדדי מניות חו""ל (פאסיבי)",תגמולים ואישית לפיצויים,מניות פאסיבי,תגמולים ואישית לפיצויים | מניות פאסיבי,2017,12.5769,12,78.2
gemel,1544,"הלמן-אלדובי קרן השתלמות מסלול פאסיבי - מדדי מניות חו""ל",קרנות השתלמות,מניות פאסיבי,קרנות השתלמות | מניות פאסיבי,2017,12.4654,12,63.9
gemel,1689,מיטב גמל עוקב מדדי מניות,תגמולים ואישית לפיצויים,מניות פאסיבי,תגמולים ואישית לפיצויים | מניות פאסיבי,2017,11.487,12,15.6
gemel,1692,"מיטב גמל עוקב מדדי אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,5.4375,12,39.1
gemel,1861,מנורה מבטחים השתלמות מסלול לטווח ארוך,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,8.3361,12,0.6
gemel,199,"מגדל השתלמות מסלול אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,4.1314,12,281.8
gemel,2017,אלטשולר שחם גמל הלכה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,5.2471,12,144.8
gemel,2018,פסגות שיא השתלמות הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,5.1542,12,125.4
gemel,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,5.6523,12,72.3
gemel,2049,הפניקס גמל שריעה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,-0.6311,12,4.8
gemel,205,"פסגות גדיש חו""ל",תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,1.1241,12,99.6
gemel,2051,"מיטב דש גמל חו""ל",תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,-0.6011,12,11.1
gemel,2055,"מיטב דש השתלמות חו""ל",קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,-0.76,12,14.5
gemel,2058,הפניקס השתלמות שריעה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,-0.581,12,6.1
gemel,2089,"אקסלנס גמל אג""ח עד 20% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,5.9547,12,162.9
gemel,2091,"אקסלנס השתלמות אג""ח עד 20% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,5.6609,12,363.5
gemel,211,"הפניקס גמל אג""ח עד 15% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,5.0318,12,2129.8
gemel,2115,"כלל השתלמות אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,3.4247,12,125.3
gemel,223,"מיטב גמל אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,3.7264,12,933.2
gemel,2244,"פסגות שיא השתלמות חו""ל",קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,1.3649,12,35.4
gemel,2252,"אינפיניטי השתלמות אג""ח עד 15% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,4.6129,12,19.9
gemel,2254,אינפיניטי השתלמות משולב סחיר,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,6.164,12,12.1
gemel,2255,"הלמן-אלדובי גמל מחקה מדד ת""א 35",תגמולים ואישית לפיצויים,מניות פאסיבי,תגמולים ואישית לפיצויים | מניות פאסיבי,2017,2.4939,12,29.8
gemel,2256,הלמן-אלדובי גמל מחקה מדד S&P500,תגמולים ואישית לפיצויים,מניות פאסיבי,תגמולים ואישית לפיצויים | מניות פאסיבי,2017,9.0301,12,198.4
gemel,2262,אי.בי.אי לתגמולים ופיצויים פאסיבי משולב עד 10% מניות,תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,5.4526,12,41.4
gemel,2263,הלמן-אלדובי גמל פאסיבי משולב עד 25% מניות,תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,6.2766,12,158.7
gemel,2264,"הלמן-אלדובי השתלמות מחקה מדד ת""א 35",קרנות השתלמות,מניות פאסיבי,קרנות השתלמות | מניות פאסיבי,2017,2.5324,12,32.1
gemel,2265,הלמן-אלדובי השתלמות מחקה מדד S&P500,קרנות השתלמות,מניות פאסיבי,קרנות השתלמות | מניות פאסיבי,2017,9.0408,12,170.5
gemel,2270,אי.בי.אי השתלמות פאסיבי משולב עד 10% מניות,קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,5.4631,12,18.0
gemel,2271,הלמן-אלדובי השתלמות פאסיבי משולב עד 25% מניות,קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,6.2879,12,121.4
gemel,253,"כלל תמר אג""ח עד 25% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,8.0475,12,11799.6
gemel,257,הלמן-אלדובי גמל ישראל,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,6.6928,12,3133.3
gemel,259,הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט),תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,6.3577,12,191.7
gemel,260,מנורה מבטחים אמיר כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,7.6535,12,394.0
gemel,263,"בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ",תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,8.2739,12,3854.2
gemel,270,פסגות גדיש אגח עד 20% מניות,תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,4.6464,12,1393.5
gemel,385,"הפניקס גמל אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,4.1183,12,1012.3
gemel,395,"הלמן-אלדובי השתלמות אג""ח עד 25% במניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,5.955,12,342.4
gemel,396,פסגות שיא השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,7.1287,12,9934.7
gemel,401,הפניקס גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,6.1232,12,1020.1
gemel,416,"הראל השתלמות אשראי ואג""ח עם מניות (עד 25% מניות)",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,6.563,12,1834.6
gemel,456,כלל השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,7.7592,12,6620.0
gemel,470,מגדל השתלמות לבני 60 ומעלה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,5.8703,12,45.2
gemel,472,"אלטשולר שחם גמל אג""ח עד 15% במניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,5.3109,12,363.0
gemel,481,מיטב השתלמות עוקב מדדים גמיש,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,6.3741,12,29.3
gemel,502,"הראל גמל מסלול אג""ח עד 20% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,6.6584,12,2242.9
gemel,521,"הפניקס תגמולים ופיצויים - מסלול אג""ח עד 25% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,6.3582,12,165.2
gemel,551,מיטב גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,5.2337,12,3224.5
gemel,554,מיטב השתלמות עד 6 שנות וותק,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,7.2664,12,8830.0
gemel,558,"אלטשולר שחם השתלמות אשראי ואג""ח עם מניות (עד 25% מניות)",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,7.2269,12,6096.9
gemel,566,הראל השתלמות לטווח ארוך,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,9.8415,12,85.3
gemel,579,מגדל השתלמות מסלול כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,6.971,12,11246.5
gemel,592,כלל תמר שקלים,תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,3.6839,12,490.1
gemel,599,"מגדל השתלמות מסלול אג""ח עד 10% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,4.597,12,293.6
gemel,610,"פסגות שיא השתלמות אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,2.995,12,855.1
gemel,611,פסגות שיא השתלמות כספי,קרנות השתלמות,כספי,קרנות השתלמות | כספי,2017,0.09,12,163.8
gemel,612,פסגות שיא השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2017,12.277,12,481.4
gemel,681,"הלמן-אלדובי בר-יציב אג""ח עד 20% במניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,4.7693,12,145.8
gemel,686,הפניקס השתלמות לטווח קצר,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,7.4495,12,5458.0
gemel,715,הפניקס השתלמות כספי (שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2017,0.2503,12,222.6
gemel,716,"הפניקס השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,3.921,12,551.6
gemel,7215,מיטב גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,8.2238,12,713.5
gemel,722,"הלמן-אלדובי בר-יציב אג""ח צמוד מדד",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,2.9336,12,197.6
gemel,723,הלמן-אלדובי בר-יציב שקלי,תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,1.3681,12,188.2
gemel,7231,אינפיניטי גמל מסלול לבני 50 ומטה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,6.0581,12,5.2
gemel,7232,אינפיניטי גמל מסלול לבני 50 עד 60,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,5.1356,12,49.7
gemel,7233,אינפיניטי גמל מסלול לבני 60 ומעלה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,4.6869,12,26.8
gemel,724,הלמן-אלדובי גמל מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2017,10.4397,12,56.9
gemel,7253,מגדל השתלמות מסלול לבני 50 ומטה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,7.0318,12,90.5
gemel,7254,מגדל השתלמות מסלול לבני 50 עד 60,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,6.0858,12,43.1
gemel,7256,מגדל השתלמות מסלול עוקב מדדים - גמיש,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,6.0841,12,50.0
gemel,736,"הלמן-אלדובי השתלמות אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,4.1405,12,130.4
gemel,737,הלמן-אלדובי השתלמות שקלי,קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2017,1.2165,12,79.0
gemel,738,הלמן-אלדובי השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2017,10.3129,12,48.8
gemel,744,מגדל לתגמולים ולפיצויים מסלול כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,6.8738,12,1221.3
gemel,761,הראל גמל מסלול מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2017,13.8216,12,190.0
gemel,762,"הראל גמל מסלול אג""ח עד 10% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2017,5.352,12,2033.8
gemel,763,הראל השתלמות מסלול מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2017,13.9103,12,404.1
gemel,764,"הראל השתלמות אג""ח עד 10% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2017,5.2054,12,1517.3
gemel,767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2017,5.1391,12,128.8
gemel,768,מיטב השתלמות הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,5.3713,12,279.0
gemel,7704,"אנליסט מסלולית קופת גמל - מסלול פאסיבי מדדי אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,1.7869,6,0.0
gemel,7798,אלטשולר שחם חיסכון פלוס כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,8.6577,12,1171.6
gemel,7799,אלטשולר שחם חיסכון פלוס מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2017,18.8886,12,369.6
gemel,7800,"אלטשולר שחם חיסכון פלוס אשראי ואג""ח עם מניות (עד 25% במניות)",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2017,4.8431,12,161.2
gemel,7801,"אלטשולר שחם חיסכון פלוס אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,2.337,12,16.3
gemel,7802,אלטשולר שחם חיסכון פלוס כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2017,-0.02,12,3.1
gemel,7810,פסגות NEXT גמל להשקעה כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,6.1191,12,182.3
gemel,7811,פסגות NEXT גמל להשקעה מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2017,9.3154,12,36.8
gemel,7812,"פסגות NEXT גמל להשקעה אג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,2.6862,12,6.2
gemel,7813,"פסגות NEXT גמל להשקעה חו""ל",קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,-0.1673,12,3.8
gemel,7814,"פסגות NEXT גמל להשקעה אג""ח עד 10% מניות",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2017,3.3525,12,25.3
gemel,7815,"פסגות NEXT גמל להשקעה אג""ח קונצרני",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,3.4429,12,0.9
gemel,7818,"אי.בי.אי קופה לתגמולים ופיצויים מסלול פאסיבי - מדדי אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,5.1415,12,10.7
gemel,7819,אי.בי.אי קרן השתלמות מסלול פאסיבי - כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2017,6.7447,12,11.2
gemel,7834,אנליסט מסלולית - קופת גמל להשקעה כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,7.6124,12,99.3
gemel,7836,אנליסט מסלולית - קופת גמל להשקעה מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2017,12.0004,12,31.2
gemel,7837,"אנליסט מסלולית - קופת גמל להשקעה אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,4.7032,12,5.4
gemel,7839,אנליסט מסלולית - קופת גמל להשקעה כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2017,0.3204,12,0.9
gemel,7842,אנליסט מסלולית - קופת גמל להשקעה משולב סחיר,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,-1.0536,12,2.1
gemel,7843,אנליסט מסלולית - קופת גמל להשקעה עוקב מדדים - גמיש,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,5.4815,12,2.3
gemel,7860,מיטב גמל להשקעה מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2017,11.5071,12,17.1
gemel,7861,מיטב גמל להשקעה כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2017,0.1401,12,1.4
gemel,7862,"מיטב גמל להשקעה אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,2.747,12,1.9
gemel,7863,מיטב גמל להשקעה הלכה,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,4.6358,12,4.1
gemel,7867,מיטב גמל להשקעה עוקב מדדי מניות,קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2017,10.5134,12,4.3
gemel,7892,סלייס קופת גמל להשקעה מדד מניות,קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2017,5.7043,10,0.2
gemel,7895,סלייס קופת גמל להשקעה מדד ללא מניות,קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,0.51,1,0.1
gemel,7905,"הפניקס גמל להשקעה אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,4.5867,12,5.2
gemel,7906,"הפניקס גמל להשקעה אשראי ואג""ח עם מניות (עד 25% מניות)",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2017,5.8409,12,29.9
gemel,7907,הפניקס גמל להשקעה עוקב מדדי מניות,קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2017,13.1633,12,32.1
gemel,7908,הפניקס גמל להשקעה כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,7.6504,12,96.0
gemel,7909,הפניקס גמל להשקעה עוקב מדדים - גמיש,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,6.4495,12,32.0
gemel,792,"אקסלנס גמל אג""ח צמוד מדד",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2017,3.4644,12,206.6
gemel,7931,מגדל גמל להשקעה כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2017,-0.0001,12,0.5
gemel,7932,"מגדל גמל להשקעה אג""ח ממשלות",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,2.953,12,2.8
gemel,7933,"מגדל גמל להשקעה חו""ל",קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,0.4503,12,2.0
gemel,7934,מגדל גמל להשקעה מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2017,10.425,12,16.4
gemel,7935,"מגדל גמל להשקעה מסלול אשראי ואג""ח עם מניות (עד 25% מניות)",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2017,4.45,12,20.7
gemel,7936,מגדל גמל להשקעה כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,5.2117,12,62.0
gemel,7937,מגדל גמל להשקעה הלכה,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2017,5.4634,12,5.6
gemel,7957,"מור גמל להשקעה מסלול מחקה מדד ת""א 35",קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2017,2.3371,12,2.7
gemel,7958,מור גמל להשקעה - עוקב מדד S&P500,קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2017,8.6992,12,6.1
gemel,7960,מור גמל להשקעה מסלול מחקה מדד תל בונד 20,קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2017,6.7849,12,1.0
